d1,type,d2,event_category
DB00283,1,DB00875,Common
DB01114,1,DB00327,Common
DB00741,1,DB00805,Common
DB01197,1,DB00788,Common
DB00875,1,DB01149,Common
DB09128,1,DB01219,Common
DB08906,1,DB01009,Common
DB09166,1,DB00950,Common
DB00594,1,DB00521,Common
DB01118,1,DB00633,Common
DB00477,1,DB01219,Common
DB00363,1,DB00528,Common
DB00240,1,DB01245,Common
DB00248,1,DB00446,Common
DB00967,1,DB00633,Common
DB01244,1,DB08907,Common
DB00575,1,DB00875,Common
DB00608,1,DB00712,Common
DB01159,1,DB06282,Common
DB00608,1,DB00788,Common
DB04908,1,DB06282,Common
DB00182,1,DB00598,Common
DB00240,1,DB00963,Common
DB00623,1,DB01221,Common
DB00714,1,DB00584,Common
DB00703,1,DB00968,Common
DB04946,1,DB01028,Common
DB00633,1,DB00883,Common
DB11181,1,DB00333,Common
DB00589,1,DB01206,Common
DB00356,1,DB04946,Common
DB08906,1,DB04817,Common
DB00851,1,DB01248,Common
DB00967,1,DB06716,Common
DB00907,1,DB06738,Common
DB00987,1,DB01248,Common
DB06594,1,DB01175,Common
DB00963,1,DB00741,Common
DB00215,1,DB00588,Common
DB00297,1,DB00633,Common
DB01064,1,DB01171,Common
DB00593,1,DB00333,Common
DB00802,1,DB00402,Common
DB00633,1,DB00494,Common
DB00924,1,DB00458,Common
DB01143,1,DB00594,Common
DB01215,1,DB00875,Common
DB00477,1,DB09232,Common
DB00363,1,DB01254,Common
DB00521,1,DB00872,Common
DB00967,1,DB00371,Common
DB00494,1,DB00996,Common
DB00443,1,DB01009,Common
DB01136,1,DB00703,Common
DB04855,1,DB00589,Common
DB01018,1,DB00703,Common
DB01466,1,DB08815,Common
DB06594,1,DB00363,Common
DB01351,1,DB00333,Common
DB01161,1,DB01437,Common
DB09232,1,DB00808,Common
DB01050,1,DB01024,Common
DB01380,1,DB00861,Common
DB00228,1,DB09166,Common
DB00321,1,DB00835,Common
DB00796,1,DB01024,Common
DB00586,1,DB01283,Common
DB00631,1,DB00703,Common
DB00591,1,DB00179,Common
DB01013,1,DB01097,Common
DB00628,1,DB01151,Common
DB08918,1,DB00371,Common
DB00876,1,DB01097,Common
DB00248,1,DB00199,Common
DB00494,1,DB06282,Common
DB12161,1,DB01233,Common
DB00394,1,DB00805,Common
DB00594,1,DB01136,Common
DB00176,1,DB00458,Common
DB00591,1,DB00772,Common
DB00332,1,DB01227,Common
DB04841,1,DB01221,Common
DB00521,1,DB00295,Common
DB00749,1,DB01050,Common
DB00248,1,DB00255,Common
DB01176,1,DB00996,Common
DB00950,1,DB00176,Common
DB00363,1,DB00434,Common
DB00476,1,DB00696,Common
DB00542,1,DB00883,Common
DB00477,1,DB00494,Common
DB00321,1,DB04846,Common
DB00318,1,DB09338,Common
DB00402,1,DB00593,Common
DB01128,1,DB06772,Common
DB00748,1,DB04908,Common
DB00762,1,DB00353,Common
DB01114,1,DB00455,Common
DB01176,1,DB00228,Common
DB00633,1,DB06716,Common
DB01408,1,DB01171,Common
DB01176,1,DB00754,Common
DB01161,1,DB01028,Common
DB01435,1,DB01253,Common
DB01127,1,DB00353,Common
DB01221,1,DB01028,Common
DB00887,1,DB09232,Common
DB00477,1,DB00228,Common
DB00324,1,DB00814,Common
DB00690,1,DB00933,Common
DB01351,1,DB01437,Common
DB06700,1,DB00593,Common
DB00963,1,DB01097,Common
DB13783,1,DB00179,Common
DB00861,1,DB00591,Common
DB06700,1,DB01065,Common
DB00640,1,DB00390,Common
DB00458,1,DB00555,Common
DB00467,1,DB00959,Common
DB00240,1,DB01400,Common
DB01197,1,DB00876,Common
DB00983,1,DB00805,Common
DB04946,1,DB00186,Common
DB00633,1,DB01018,Common
DB09128,1,DB00996,Common
DB00176,1,DB00353,Common
DB01234,1,DB06725,Common
DB00924,1,DB06738,Common
DB06800,1,DB00704,Common
DB00356,1,DB01159,Common
DB01215,1,DB00753,Common
DB00527,1,DB01355,Common
DB00813,1,DB08918,Common
DB00714,1,DB00883,Common
DB00320,1,DB04871,Common
DB01200,1,DB00363,Common
DB01248,1,DB01177,Common
DB01253,1,DB00898,Common
DB01175,1,DB00623,Common
DB00182,1,DB01466,Common
DB00594,1,DB00381,Common
DB00924,1,DB00422,Common
DB06736,1,DB01283,Common
DB00476,1,DB00228,Common
DB00321,1,DB00748,Common
DB00482,1,DB00720,Common
DB00924,1,DB01065,Common
DB00907,1,DB00589,Common
DB00993,1,DB01097,Common
DB00829,1,DB00683,Common
DB00979,1,DB00804,Common
DB00998,1,DB08815,Common
DB00841,1,DB01064,Common
DB00318,1,DB00805,Common
DB00696,1,DB00619,Common
DB01142,1,DB04953,Common
DB00542,1,DB00179,Common
DB00949,1,DB00555,Common
DB01076,1,DB00502,Common
DB00502,1,DB06282,Common
DB00819,1,DB00869,Common
DB00589,1,DB00333,Common
DB04953,1,DB01587,Common
DB00594,1,DB06292,Common
DB11148,1,DB01355,Common
DB01380,1,DB00784,Common
DB01612,1,DB01023,Common
DB06216,1,DB01068,Common
DB00655,1,DB01050,Common
DB00356,1,DB01175,Common
DB00240,1,DB00972,Common
DB00921,1,DB00695,Common
DB01076,1,DB00622,Common
DB00845,1,DB00696,Common
DB00381,1,DB00353,Common
DB01558,1,DB01544,Common
DB00527,1,DB00455,Common
DB01235,1,DB01171,Common
DB00476,1,DB09166,Common
DB00588,1,DB00674,Common
DB01544,1,DB00934,Common
DB01176,1,DB00402,Common
DB01253,1,DB00763,Common
DB00921,1,DB06800,Common
DB00967,1,DB11181,Common
DB01128,1,DB00248,Common
DB00865,1,DB00211,Common
DB04946,1,DB01002,Common
DB00696,1,DB01016,Common
DB09232,1,DB01020,Common
DB00796,1,DB01242,Common
DB01118,1,DB00542,Common
DB01628,1,DB00959,Common
DB00484,1,DB04920,Common
DB09232,1,DB01144,Common
DB01144,1,DB00528,Common
DB01193,1,DB01407,Common
DB06700,1,DB01159,Common
DB04946,1,DB00589,Common
DB00458,1,DB01020,Common
DB00292,1,DB00333,Common
DB01068,1,DB00575,Common
DB11148,1,DB01075,Common
DB01240,1,DB00703,Common
DB01169,1,DB00872,Common
DB09232,1,DB00700,Common
DB01219,1,DB01355,Common
DB01095,2,DB01011,Common
DB06616,2,DB00356,Common
DB09262,2,DB01167,Common
DB00321,2,DB00677,Common
DB06605,2,DB04855,Common
DB05812,2,DB00216,Common
DB11633,2,DB00745,Common
DB00188,2,DB00215,Common
DB01611,2,DB00933,Common
DB04871,2,DB00834,Common
DB00179,2,DB00563,Common
DB00584,2,DB01149,Common
DB00741,2,DB00227,Common
DB01211,2,DB08820,Common
DB00636,2,DB09195,Common
DB06595,2,DB04861,Common
DB00907,2,DB09048,Common
DB01254,2,DB00379,Common
DB13954,2,DB00764,Common
DB00381,2,DB00264,Common
DB00381,2,DB09048,Common
DB09026,2,DB11633,Common
DB01254,2,DB00783,Common
DB01166,2,DB01241,Common
DB00328,2,DB09049,Common
DB00297,2,DB09063,Common
DB00289,2,DB09167,Common
DB01118,2,DB01194,Common
DB00439,2,DB00257,Common
DB09262,2,DB00834,Common
DB00757,2,DB11633,Common
DB00673,2,DB04835,Common
DB00446,2,DB04908,Common
DB13953,2,DB09048,Common
DB01136,2,DB09198,Common
DB06282,2,DB09195,Common
DB00439,2,DB01011,Common
DB06237,2,DB00872,Common
DB01435,2,DB01254,Common
DB01211,2,DB09262,Common
DB09063,2,DB01009,Common
DB00845,2,DB09048,Common
DB00949,2,DB09048,Common
DB01118,2,DB00528,Common
DB00559,2,DB05219,Common
DB00518,2,DB09048,Common
DB00673,2,DB11633,Common
DB00907,2,DB01071,Common
DB13954,2,DB09048,Common
DB00673,2,DB04946,Common
DB01590,2,DB01204,Common
DB00257,2,DB01394,Common
DB01118,2,DB09048,Common
DB01558,2,DB01254,Common
DB01394,2,DB00678,Common
DB08820,2,DB01149,Common
DB00471,2,DB09048,Common
DB01238,2,DB00320,Common
DB05239,2,DB00270,Common
DB09053,2,DB01029,Common
DB00673,2,DB14011,Common
DB01118,2,DB06237,Common
DB01394,2,DB00458,Common
DB01039,2,DB00834,Common
DB05812,2,DB01012,Common
DB00584,2,DB00458,Common
DB01380,2,DB01254,Common
DB00320,2,DB01167,Common
DB01558,2,DB01320,Common
DB00872,2,DB00829,Common
DB01076,2,DB09053,Common
DB00307,2,DB08820,Common
DB09063,2,DB06282,Common
DB00802,2,DB11633,Common
DB05812,2,DB00276,Common
DB00637,2,DB01167,Common
DB00501,2,DB01394,Common
DB08899,2,DB00264,Common
DB00898,2,DB08820,Common
DB09195,2,DB00295,Common
DB09063,2,DB00324,Common
DB00872,2,DB13074,Common
DB05812,2,DB01195,Common
DB01197,2,DB09049,Common
DB00612,2,DB06700,Common
DB06203,2,DB08820,Common
DB00977,2,DB00764,Common
DB09128,2,DB00264,Common
DB05812,2,DB01206,Common
DB05812,2,DB00215,Common
DB00612,2,DB08918,Common
DB00673,2,DB01587,Common
DB01029,2,DB00264,Common
DB09053,2,DB01181,Common
DB00207,2,DB09048,Common
DB01238,2,DB01012,Common
DB05812,2,DB11633,Common
DB11633,2,DB00731,Common
DB12001,2,DB06616,Common
DB00501,2,DB01590,Common
DB05812,2,DB00448,Common
DB01095,2,DB00619,Common
DB00521,2,DB08918,Common
DB00276,2,DB09049,Common
DB01238,2,DB01075,Common
DB06016,2,DB09063,Common
DB00668,2,DB11633,Common
DB00872,2,DB00813,Common
DB09063,2,DB08893,Common
DB01095,2,DB00834,Common
DB00324,2,DB08820,Common
DB00872,2,DB01227,Common
DB01559,2,DB00872,Common
DB00518,2,DB09195,Common
DB00872,2,DB08899,Common
DB00972,2,DB09195,Common
DB00983,2,DB00834,Common
DB00363,2,DB00472,Common
DB00872,2,DB00502,Common
DB01076,2,DB09049,Common
DB01016,2,DB00227,Common
DB00446,2,DB00091,Common
DB00559,2,DB04855,Common
DB00470,2,DB01149,Common
DB08820,2,DB00471,Common
DB01169,2,DB11633,Common
DB01184,2,DB00254,Common
DB00963,2,DB00390,Common
DB00673,2,DB05381,Common
DB00647,2,DB09048,Common
DB01136,2,DB01026,Common
DB01184,2,DB00619,Common
DB00356,2,DB09195,Common
DB09063,2,DB00281,Common
DB01167,2,DB00264,Common
DB00248,2,DB11633,Common
DB00872,2,DB09078,Common
DB09026,2,DB09048,Common
DB04908,2,DB01357,Common
DB00673,2,DB00307,Common
DB00436,2,DB00245,Common
DB00655,2,DB00588,Common
DB06203,2,DB01200,Common
DB00518,2,DB01254,Common
DB00257,2,DB00700,Common
DB01246,2,DB00608,Common
DB09063,2,DB01466,Common
DB00216,2,DB01149,Common
DB13783,2,DB00563,Common
DB01026,2,DB09048,Common
DB06616,2,DB00448,Common
DB00872,2,DB00745,Common
DB00872,2,DB06700,Common
DB09063,2,DB00204,Common
DB05812,2,DB00518,Common
DB09026,2,DB08820,Common
DB00757,2,DB09048,Common
DB01223,2,DB09048,Common
DB00289,2,DB09128,Common
DB01254,2,DB08893,Common
DB00283,2,DB04861,Common
DB13954,2,DB00834,Common
DB00186,2,DB09195,Common
DB00216,2,DB00270,Common
DB00696,2,DB09048,Common
DB09063,2,DB11560,Common
DB01167,2,DB08932,Common
DB01184,2,DB11633,Common
DB00655,2,DB00324,Common
DB00872,2,DB01018,Common
DB06605,2,DB00176,Common
DB06772,2,DB01149,Common
DB00240,2,DB09063,Common
DB00678,2,DB00834,Common
DB09128,2,DB08893,Common
DB00278,2,DB11633,Common
DB06605,2,DB00257,Common
DB09063,2,DB11828,Common
DB00813,2,DB01095,Common
DB01418,2,DB08820,Common
DB01394,2,DB01400,Common
DB00227,2,DB01011,Common
DB00264,2,DB06595,Common
DB09195,2,DB06710,Common
DB01253,2,DB01590,Common
DB08820,2,DB00448,Common
DB01029,2,DB09280,Common
DB08820,2,DB09195,Common
DB00972,2,DB00227,Common
DB00724,2,DB09195,Common
DB13956,2,DB08820,Common
DB00204,2,DB01127,Common
DB09063,2,DB09053,Common
DB00748,2,DB01254,Common
DB00872,2,DB06789,Common
DB00872,2,DB00496,Common
DB05812,2,DB00805,Common
DB00987,2,DB00834,Common
DB09039,2,DB09048,Common
DB00439,2,DB01206,Common
DB12161,2,DB09048,Common
DB00673,2,DB00757,Common
DB01234,2,DB13956,Common
DB00696,2,DB00834,Common
DB09123,2,DB01149,Common
DB00921,2,DB09063,Common
DB00872,2,DB00180,Common
DB08820,2,DB01221,Common
DB00455,2,DB09049,Common
DB00563,2,DB00788,Common
DB00677,2,DB00370,Common
DB01466,2,DB08820,Common
DB00613,2,DB09280,Common
DB00673,2,DB08827,Common
DB01183,2,DB09048,Common
DB00482,2,DB04861,Common
DB00264,2,DB09049,Common
DB13953,2,DB00834,Common
DB00564,2,DB00869,Common
DB00907,2,DB01095,Common
DB00673,2,DB08820,Common
DB00924,2,DB01254,Common
DB01026,2,DB08815,Common
DB01394,2,DB00390,Common
DB01095,2,DB00951,Common
DB01254,2,DB04908,Common
DB00898,2,DB09048,Common
DB06616,2,DB00643,Common
DB00451,2,DB09048,Common
DB00257,2,DB01218,Common
DB00542,2,DB01142,Common
DB00813,2,DB01167,Common
DB01223,2,DB00951,Common
DB09063,2,DB12161,Common
DB00589,2,DB09195,Common
DB00619,2,DB01167,Common
DB01191,2,DB00264,Common
DB04835,2,DB09048,Common
DB09063,2,DB00367,Common
DB00437,2,DB00564,Common
DB00439,2,DB01275,Common
DB09128,2,DB11633,Common
DB01200,2,DB01590,Common
DB01016,2,DB08820,Common
DB00741,2,DB09048,Common
DB06616,2,DB00602,Common
DB00673,2,DB00602,Common
DB04908,2,DB01149,Common
DB00619,2,DB00270,Common
DB00446,2,DB09053,Common
DB06616,2,DB00295,Common
DB01211,2,DB01215,Common
DB01218,2,DB01026,Common
DB00327,2,DB00834,Common
DB11817,2,DB09195,Common
DB00501,2,DB05246,Common
DB00496,2,DB09195,Common
DB00502,2,DB11633,Common
DB06210,2,DB00158,Common
DB01418,2,DB01167,Common
DB01211,2,DB01126,Common
DB09063,2,DB00808,Common
DB09223,2,DB08820,Common
DB08865,2,DB01167,Common
DB00834,2,DB00471,Common
DB00623,2,DB09049,Common
DB00673,2,DB06777,Common
DB00559,2,DB01241,Common
DB00872,2,DB00320,Common
DB09053,2,DB00227,Common
DB00514,2,DB00264,Common
DB04574,2,DB01357,Common
DB00872,2,DB01023,Common
DB01137,2,DB09049,Common
DB00694,2,DB09053,Common
DB00215,2,DB08820,Common
DB00470,2,DB00322,Common
DB01283,2,DB00834,Common
DB00802,2,DB00997,Common
DB00514,2,DB09195,Common
DB00470,2,DB00834,Common
DB00283,2,DB01590,Common
DB00673,2,DB00499,Common
DB00169,2,DB00872,Common
DB09063,2,DB04908,Common
DB01071,2,DB06595,Common
DB06616,2,DB01142,Common
DB00872,2,DB13874,Common
DB00796,2,DB09063,Common
DB00188,2,DB00813,Common
DB09128,2,DB01211,Common
DB06616,2,DB00270,Common
DB01156,2,DB14006,Common
DB01166,2,DB00678,Common
DB00907,2,DB01254,Common
DB00915,2,DB01590,Common
DB11633,2,DB00814,Common
DB01118,2,DB00700,Common
DB01128,2,DB01095,Common
DB13956,2,DB00834,Common
DB00254,2,DB00933,Common
DB00278,2,DB00227,Common
DB00320,2,DB09039,Common
DB06700,2,DB00834,Common
DB00318,2,DB09048,Common
DB00201,2,DB01254,Common
DB00176,2,DB08827,Common
DB00390,2,DB00688,Common
DB05676,2,DB08820,Common
DB00343,2,DB01590,Common
DB08815,2,DB00834,Common
DB00439,2,DB00997,Common
DB01253,2,DB00227,Common
DB00278,2,DB00683,Common
DB00588,2,DB01149,Common
DB01023,2,DB00264,Common
DB00604,2,DB01026,Common
DB01114,2,DB00264,Common
DB09063,2,DB04841,Common
DB01211,2,DB09166,Common
DB09053,2,DB00370,Common
DB09063,2,DB00199,Common
DB01211,2,DB01018,Common
DB05812,2,DB01228,Common
DB00543,2,DB08882,Common
DB00307,2,DB11633,Common
DB00673,2,DB01242,Common
DB00248,2,DB08882,Common
DB00201,2,DB00872,Common
DB01136,2,DB01254,Common
DB00248,2,DB09053,Common
DB05812,2,DB08893,Common
DB01590,2,DB01167,Common
DB09063,2,DB00700,Common
DB00773,2,DB09053,Common
DB01086,2,DB00997,Common
DB00784,2,DB00834,Common
DB01166,2,DB13874,Common
DB00835,2,DB11633,Common
DB01095,2,DB08882,Common
DB06616,2,DB01628,Common
DB00973,2,DB01095,Common
DB00808,2,DB09048,Common
DB09128,2,DB01075,Common
DB00343,2,DB00619,Common
DB09039,2,DB00502,Common
DB09280,2,DB00688,Common
DB01118,2,DB01166,Common
DB05812,2,DB00496,Common
DB01380,2,DB09195,Common
DB00608,2,DB08820,Common
DB00294,2,DB09048,Common
DB00872,2,DB00997,Common
DB05239,2,DB11633,Common
DB00997,2,DB00584,Common
DB00613,2,DB00834,Common
DB01394,2,DB04855,Common
DB00321,2,DB00834,Common
DB04794,2,DB00439,Common
DB01222,2,DB00655,Common
DB00307,2,DB09063,Common
DB00835,2,DB09063,Common
DB00176,2,DB08815,Common
DB00476,2,DB00264,Common
DB00346,2,DB06203,Common
DB00997,2,DB01016,Common
DB09053,2,DB00270,Common
DB00185,2,DB09195,Common
DB00673,2,DB00448,Common
DB00470,2,DB01590,Common
DB00647,2,DB00264,Common
DB09026,2,DB01167,Common
DB09063,2,DB00317,Common
DB01396,2,DB00763,Common
DB01095,2,DB01071,Common
DB09128,2,DB00333,Common
DB01223,2,DB09195,Common
DB00289,2,DB00700,Common
DB04845,2,DB09195,Common
DB00889,2,DB09048,Common
DB00320,2,DB00204,Common
DB01254,2,DB00343,Common
DB01151,2,DB09049,Common
DB05351,2,DB00834,Common
DB00390,2,DB09049,Common
DB05676,2,DB11633,Common
DB01558,2,DB00176,Common
DB00537,2,DB01590,Common
DB00591,2,DB01026,Common
DB00751,2,DB11633,Common
DB11633,2,DB01026,Common
DB00559,2,DB00254,Common
DB00584,2,DB00834,Common
DB00613,2,DB06210,Common
DB01394,2,DB01110,Common
DB00557,2,DB09195,Common
DB01394,2,DB00834,Common
DB05812,2,DB00281,Common
DB05812,2,DB04840,Common
DB00872,2,DB00530,Common
DB09195,2,DB01149,Common
DB01151,2,DB01590,Common
DB01254,2,DB00674,Common
DB01012,2,DB00872,Common
DB00289,2,DB08820,Common
DB00091,2,DB00677,Common
DB00248,2,DB00677,Common
DB00537,2,DB01394,Common
DB01254,2,DB00694,Common
DB01418,2,DB00544,Common
DB00673,2,DB06789,Common
DB09063,2,DB06700,Common
DB05812,2,DB00176,Common
DB01068,2,DB01254,Common
DB04835,2,DB01149,Common
DB00185,2,DB01254,Common
DB00283,2,DB08827,Common
DB01018,2,DB00834,Common
DB00872,2,DB01126,Common
DB01166,2,DB00328,Common
DB01254,2,DB01221,Common
DB09053,2,DB08827,Common
DB01095,2,DB00281,Common
DB00215,2,DB09048,Common
DB00673,2,DB00227,Common
DB09262,2,DB01149,Common
DB09128,2,DB00951,Common
DB01118,2,DB09128,Common
DB06616,2,DB00604,Common
DB05812,2,DB00622,Common
DB00439,2,DB01234,Common
DB05812,2,DB00458,Common
DB06616,2,DB00455,Common
DB01254,2,DB00696,Common
DB05812,2,DB00514,Common
DB05239,2,DB00176,Common
DB00956,2,DB00227,Common
DB00613,2,DB00439,Common
DB06616,2,DB00704,Common
DB01114,2,DB11633,Common
DB01466,2,DB11633,Common
DB00608,2,DB04861,Common
DB00439,2,DB00537,Common
DB00307,2,DB09048,Common
DB11817,2,DB09048,Common
DB09128,2,DB00363,Common
DB01136,2,DB00544,Common
DB00207,2,DB00872,Common
DB08907,2,DB01590,Common
DB09128,2,DB06595,Common
DB00872,2,DB00367,Common
DB00673,2,DB00472,Common
DB00322,2,DB01320,Common
DB00673,2,DB00764,Common
DB00712,2,DB00834,Common
DB01628,2,DB00563,Common
DB00176,2,DB00619,Common
DB00542,2,DB01242,Common
DB00883,2,DB08820,Common
DB00445,2,DB00903,Common
DB00586,2,DB00622,Common
DB00324,2,DB11633,Common
DB01012,2,DB00264,Common
DB09063,2,DB00814,Common
DB00227,2,DB01071,Common
DB00950,2,DB09049,Common
DB05239,2,DB01026,Common
DB00443,2,DB01167,Common
DB00188,2,DB01590,Common
DB06626,2,DB11633,Common
DB00673,2,DB01393,Common
DB00254,2,DB09039,Common
DB01418,2,DB01026,Common
DB00439,2,DB00588,Common
DB09063,2,DB09049,Common
DB00872,2,DB00327,Common
DB01126,2,DB11633,Common
DB01238,2,DB00501,Common
DB01222,2,DB01167,Common
DB09063,2,DB00528,Common
DB00346,2,DB00872,Common
DB01095,2,DB01259,Common
DB06730,2,DB09053,Common
DB09195,2,DB06595,Common
DB01169,2,DB00439,Common
DB00997,2,DB01095,Common
DB00872,2,DB00694,Common
DB00903,2,DB01177,Common
DB05812,2,DB00476,Common
DB00724,2,DB09048,Common
DB00915,2,DB09049,Common
DB05812,2,DB00317,Common
DB09166,2,DB01149,Common
DB01012,2,DB00476,Common
DB00317,2,DB00834,Common
DB01200,2,DB01254,Common
DB00207,2,DB00997,Common
DB08820,2,DB00379,Common
DB00490,2,DB01254,Common
DB09063,2,DB01242,Common
DB01184,2,DB01026,Common
DB00381,2,DB01095,Common
DB01167,2,DB08815,Common
DB00499,2,DB00834,Common
DB00673,2,DB00584,Common
DB00802,2,DB00199,Common
DB06616,2,DB01196,Common
DB00604,2,DB00199,Common
DB01222,2,DB00255,Common
DB00977,2,DB08820,Common
DB00390,2,DB00677,Common
DB01418,2,DB00448,Common
DB00872,2,DB13952,Common
DB01254,2,DB06700,Common
DB00546,2,DB00673,Common
DB13952,2,DB00834,Common
DB01590,2,DB00623,Common
DB00673,2,DB06738,Common
DB12483,2,DB01254,Common
DB00091,2,DB09195,Common
DB00227,2,DB00353,Common
DB00439,2,DB01253,Common
DB09049,2,DB00622,Common
DB00188,2,DB09048,Common
DB00289,2,DB00216,Common
DB01544,2,DB01320,Common
DB09128,2,DB00254,Common
DB09063,2,DB00295,Common
DB00604,2,DB09195,Common
DB01216,2,DB11633,Common
DB00240,2,DB08820,Common
DB09123,2,DB04908,Common
DB00673,2,DB13874,Common
DB09167,2,DB00472,Common
DB08820,2,DB00451,Common
DB00476,2,DB09039,Common
DB11633,2,DB00959,Common
DB00439,2,DB00343,Common
DB01380,2,DB13956,Common
DB00346,2,DB00006,Common
DB09053,2,DB00455,Common
DB05812,2,DB01426,Common
DB00872,2,DB04855,Common
DB09063,2,DB00783,Common
DB00518,2,DB11633,Common
DB06616,2,DB09235,Common
DB00458,2,DB00677,Common
DB00446,2,DB00215,Common
DB00872,2,DB00683,Common
DB00248,2,DB01211,Common
DB01254,2,DB06702,Common
DB00602,2,DB09048,Common
DB01238,2,DB01026,Common
DB01559,2,DB01254,Common
DB05812,2,DB01259,Common
DB00872,2,DB00959,Common
DB00188,2,DB09063,Common
DB00266,2,DB01026,Common
DB01215,2,DB01167,Common
DB01222,2,DB01357,Common
DB05812,2,DB00898,Common
DB06616,2,DB00257,Common
DB01275,2,DB00227,Common
DB00748,2,DB08820,Common
DB00623,2,DB00358,Common
DB06616,2,DB00741,Common
DB00390,2,DB11633,Common
DB00998,2,DB01171,Common
DB00343,2,DB08815,Common
DB01118,2,DB01018,Common
DB01167,2,DB00528,Common
DB05381,2,DB11633,Common
DB00470,2,DB09195,Common
DB01211,2,DB00528,Common
DB00915,2,DB01394,Common
DB01128,2,DB09053,Common
DB00822,2,DB01320,Common
DB00439,2,DB00176,Common
DB00673,2,DB11817,Common
DB00006,2,DB01200,Common
DB08907,2,DB00997,Common
DB00477,2,DB09049,Common
DB13874,2,DB09048,Common
DB01544,2,DB08820,Common
DB01136,2,DB01241,Common
DB01166,2,DB00317,Common
DB00918,2,DB00182,Common
DB00918,2,DB09280,Common
DB01410,2,DB13952,Common
DB00872,2,DB01396,Common
DB00872,2,DB01219,Common
DB00091,2,DB09049,Common
DB00559,2,DB09167,Common
DB06772,2,DB01254,Common
DB00586,2,DB09280,Common
DB01222,2,DB01149,Common
DB00321,2,DB06605,Common
DB00176,2,DB08820,Common
DB00813,2,DB00834,Common
DB00317,2,DB11633,Common
DB13956,2,DB00591,Common
DB00751,2,DB08820,Common
DB00872,2,DB00724,Common
DB08882,2,DB00227,Common
DB00006,2,DB00390,Common
DB01136,2,DB09048,Common
DB01254,2,DB11737,Common
DB00176,2,DB00264,Common
DB00673,2,DB01183,Common
DB06777,2,DB08820,Common
DB00496,2,DB09039,Common
DB06772,2,DB09063,Common
DB00813,2,DB01026,Common
DB01211,2,DB00320,Common
DB01166,2,DB00283,Common
DB01320,2,DB00422,Common
DB01254,2,DB08827,Common
DB04574,2,DB09048,Common
DB00608,2,DB00264,Common
DB06777,2,DB00872,Common
DB06700,2,DB00598,Common
DB01166,2,DB00872,Common
DB09063,2,DB00724,Common
DB00673,2,DB06616,Common
DB01002,2,DB09048,Common
DB00584,2,DB09049,Common
DB00973,2,DB09053,Common
DB00320,2,DB00834,Common
DB00990,2,DB09195,Common
DB01156,2,DB00988,Common
DB11737,2,DB00834,Common
DB00967,2,DB01590,Common
DB12010,2,DB09195,Common
DB00518,2,DB00673,Common
DB00394,2,DB01026,Common
DB00783,2,DB00764,Common
DB00762,2,DB08820,Common
DB01218,2,DB00270,Common
DB09128,2,DB00091,Common
DB01590,2,DB00295,Common
DB01197,2,DB00091,Common
DB06774,2,DB09053,Common
DB06616,2,DB00477,Common
DB00673,2,DB06702,Common
DB01166,2,DB00091,Common
DB01254,2,DB01023,Common
DB00604,2,DB09048,Common
DB01211,2,DB00266,Common
DB00678,2,DB09049,Common
DB00872,2,DB09123,Common
DB06626,2,DB01026,Common
DB06616,2,DB00531,Common
DB12001,2,DB09195,Common
DB00227,2,DB01110,Common
DB00446,2,DB00227,Common
DB00604,2,DB00264,Common
DB01254,2,DB00227,Common
DB00845,2,DB01394,Common
DB00204,2,DB00199,Common
DB00281,2,DB00264,Common
DB09212,2,DB00563,Common
DB00254,2,DB00227,Common
DB11633,2,DB00451,Common
DB13954,2,DB08820,Common
DB00201,2,DB09049,Common
DB00257,2,DB09049,Common
DB01169,2,DB09053,Common
DB09128,2,DB00619,Common
DB01012,2,DB01254,Common
DB06725,2,DB00563,Common
DB00257,2,DB00470,Common
DB04855,2,DB01149,Common
DB01393,2,DB11633,Common
DB00185,2,DB00834,Common
DB13953,2,DB09195,Common
DB05812,2,DB00835,Common
DB00343,2,DB08827,Common
DB00748,2,DB00264,Common
DB00321,2,DB09063,Common
DB06616,2,DB00696,Common
DB01095,2,DB00176,Common
DB00872,2,DB01167,Common
DB00945,2,DB00834,Common
DB00439,2,DB00834,Common
DB01426,2,DB00264,Common
DB08875,2,DB01254,Common
DB01254,2,DB13874,Common
DB00694,2,DB00695,Common
DB01418,2,DB00736,Common
DB01222,2,DB13956,Common
DB05812,2,DB00978,Common
DB00176,2,DB09195,Common
DB00918,2,DB01026,Common
DB00834,2,DB01149,Common
DB01254,2,DB00327,Common
DB01018,2,DB01026,Common
DB00515,2,DB11633,Common
DB05381,2,DB00834,Common
DB01590,2,DB00281,Common
DB00655,2,DB01357,Common
DB00363,2,DB06595,Common
DB00673,2,DB06700,Common
DB01110,2,DB09048,Common
DB00631,2,DB06210,Common
DB01151,2,DB08893,Common
DB00916,2,DB09048,Common
DB06203,2,DB01149,Common
DB13954,2,DB00180,Common
DB01068,2,DB00834,Common
DB00317,2,DB00264,Common
DB01238,2,DB00195,Common
DB00204,2,DB01149,Common
DB01221,2,DB09195,Common
DB00188,2,DB00470,Common
DB00321,2,DB08820,Common
DB09063,2,DB01149,Common
DB01254,2,DB01095,Common
DB00588,2,DB01026,Common
DB06772,2,DB08820,Common
DB00289,2,DB00264,Common
DB00215,2,DB01171,Common
DB06616,2,DB01204,Common
DB08865,2,DB01254,Common
DB00924,2,DB09048,Common
DB05812,2,DB13874,Common
