d1,type,d2
DB00813,1,DB00934
DB01242,1,DB01023
DB00381,1,DB00295
DB01197,1,DB00633
DB00363,1,DB00186
DB01435,1,DB00461
DB00411,1,DB00843
DB01013,1,DB06725
DB00527,1,DB01018
DB00647,1,DB00829
DB00484,1,DB09232
DB01558,1,DB00934
DB00395,1,DB00333
DB00434,1,DB00690
DB00321,1,DB00295
DB00584,1,DB00678
DB00484,1,DB00872
DB00564,1,DB01176
DB01219,1,DB06716
DB00876,1,DB01283
DB00564,1,DB00805
DB00395,1,DB00318
DB00921,1,DB09338
DB06292,1,DB00590
DB00967,1,DB00933
DB09026,1,DB00883
DB01242,1,DB00924
DB01227,1,DB05246
DB00262,1,DB00363
DB00623,1,DB00455
DB00297,1,DB00934
DB01175,1,DB01235
DB00887,1,DB06738
DB00872,1,DB04861
DB04846,1,DB01142
DB00543,1,DB01142
DB00647,1,DB00292
DB00903,1,DB00598
DB13139,1,DB00370
DB01076,1,DB01253
DB00318,1,DB00979
DB08907,1,DB00631
DB00949,1,DB06738
DB00753,1,DB00455
DB05676,1,DB01380
DB00950,1,DB01437
DB04908,1,DB00455
DB06594,1,DB00228
DB03128,1,DB00805
DB01238,1,DB00327
DB00695,1,DB06738
DB01114,1,DB01215
DB01222,1,DB04817
DB00714,1,DB09232
DB08815,1,DB01028
DB06736,1,DB00720
DB01244,1,DB00703
DB01075,1,DB01215
DB00402,1,DB00754
DB05676,1,DB00324
DB01242,1,DB00813
DB00356,1,DB00813
DB06594,1,DB01587
DB04946,1,DB09224
DB00356,1,DB01215
DB01242,1,DB00949
DB00924,1,DB01253
DB00494,1,DB01437
DB00434,1,DB01065
DB09214,1,DB00179
DB00872,1,DB00264
DB01437,1,DB00934
DB00875,1,DB00422
DB04946,1,DB01171
DB00696,1,DB09224
DB00741,1,DB04817
DB00207,1,DB00248
DB01193,1,DB01159
DB06216,1,DB01086
DB11148,1,DB00476
DB00458,1,DB01065
DB00476,1,DB01171
DB01222,1,DB00674
DB00678,1,DB04817
DB01197,1,DB00631
DB00754,1,DB00371
DB00647,1,DB00950
DB00290,1,DB01248
DB04908,1,DB06716
DB01064,1,DB00370
DB05381,1,DB00589
DB09116,1,DB00598
DB00575,1,DB00371
DB00402,1,DB01437
DB00436,1,DB00700
DB00283,1,DB00292
DB00035,1,DB00328
DB00555,1,DB01149
DB01227,1,DB01171
DB00835,1,DB01142
DB01097,1,DB00764
DB01351,1,DB00934
DB00233,1,DB01013
DB00875,1,DB00295
DB01200,1,DB00813
DB05239,1,DB01248
DB00972,1,DB00749
DB01242,1,DB00700
DB00575,1,DB09224
DB04855,1,DB04908
DB00328,1,DB00461
DB00835,1,DB06700
DB00647,1,DB04908
DB01253,1,DB13139
DB01018,1,DB00737
DB00477,1,DB00528
DB00835,1,DB00633
DB01175,1,DB00555
DB01238,1,DB01114
DB00802,1,DB00436
DB00254,1,DB00696
DB00694,1,DB00589
DB00248,1,DB01559
DB00835,1,DB01466
DB00612,1,DB09232
DB00321,1,DB06716
DB04574,1,DB00358
DB01242,1,DB01029
DB00543,1,DB01151
DB00434,1,DB00737
DB00527,1,DB00575
DB00248,1,DB00924
DB01142,1,DB00813
DB01235,1,DB01028
DB00564,1,DB01235
DB01242,1,DB01221
DB00297,1,DB00876
DB01234,1,DB00696
DB01068,1,DB00813
DB01197,1,DB01029
DB00819,1,DB00647
DB09026,1,DB00633
DB00182,1,DB00956
DB00188,1,DB00320
DB01628,1,DB01283
DB04946,1,DB00353
DB00647,1,DB06800
DB00476,1,DB00557
DB01558,1,DB00753
DB00876,1,DB00883
DB01175,1,DB01002
DB00458,1,DB00737
DB00945,1,DB00443
DB00835,1,DB04841
DB01075,1,DB00402
DB00647,1,DB00695
DB00829,1,DB00320
DB00575,1,DB00933
DB00655,1,DB00688
DB01193,1,DB08907
DB01283,1,DB00784
DB01200,1,DB00921
DB01435,1,DB09212
DB01151,1,DB00514
DB00353,1,DB00683
DB09128,1,DB01114
DB01253,1,DB00623
DB01558,1,DB01018
DB01161,1,DB00472
DB00589,1,DB01204
DB00292,1,DB01587
DB00248,1,DB00270
DB00363,1,DB00967
DB01587,1,DB00371
DB00543,1,DB00593
DB00819,1,DB01200
DB00182,1,DB00813
DB01169,1,DB00696
DB01118,1,DB01612
DB00700,1,DB00528
DB01351,1,DB08815
DB00321,1,DB00841
DB00784,1,DB09285
DB00327,1,DB05246
DB00228,1,DB00813
DB06594,1,DB01075
DB00494,1,DB01320
DB00228,1,DB00950
DB00796,1,DB01144
DB00950,1,DB00327
DB01221,1,DB06738
DB01014,1,DB04574
DB00608,1,DB00784
DB00363,1,DB00683
DB00921,1,DB00805
DB01242,1,DB00295
DB00572,1,DB00956
DB00903,1,DB04861
DB06700,1,DB06716
DB00887,1,DB01136
DB00363,1,DB01177
DB01245,1,DB00764
DB00594,1,DB09235
DB00673,1,DB01076
DB00748,1,DB01114
DB04953,1,DB00186
DB01222,1,DB01245
DB01076,1,DB00813
DB00753,1,DB01028
DB00814,1,DB00788
DB01628,1,DB09212
DB01217,1,DB00248
DB00933,1,DB01028
DB01466,1,DB04841
DB00363,1,DB01002
DB00972,1,DB00788
DB00490,1,DB00690
DB00394,1,DB01137
DB08907,1,DB00622
DB00696,1,DB00176
DB09212,1,DB00688
DB01181,1,DB00589
DB06263,1,DB01248
DB00555,1,DB06282
DB00720,1,DB00586
DB00998,1,DB00370
DB06594,1,DB00754
DB01407,1,DB00924
DB00436,1,DB01144
DB01086,1,DB00555
DB06594,1,DB00283
DB00381,1,DB06292
DB00327,1,DB00371
DB01222,1,DB00788
DB00477,1,DB06716
DB00813,1,DB00371
DB09128,1,DB06700
DB00753,1,DB00934
DB01161,1,DB00934
DB01219,1,DB01215
DB00381,1,DB00297
DB00494,1,DB00683
DB00754,1,DB01159
DB06594,1,DB00737
DB04953,1,DB00623
DB01002,1,DB00849
DB00458,1,DB00934
DB08815,1,DB01233
DB00741,1,DB01233
DB06700,1,DB00898
DB01086,1,DB01028
DB06772,1,DB01177
DB00813,1,DB01221
DB00182,1,DB01149
DB00623,1,DB00690
DB00356,1,DB01002
DB06216,1,DB01558
DB00490,1,DB01028
DB00996,1,DB01227
DB00574,1,DB01403
DB06772,1,DB01280
DB04920,1,DB01240
DB01169,1,DB00297
DB00035,1,DB04817
DB00490,1,DB01142
DB00829,1,DB00502
DB00542,1,DB01628
DB00297,1,DB09166
DB00035,1,DB08918
DB00182,1,DB01064
DB00363,1,DB04845
DB00586,1,DB08906
DB00035,1,DB00784
DB00584,1,DB00703
DB00490,1,DB00395
DB00542,1,DB00486
DB00502,1,DB01065
DB00363,1,DB01018
DB00934,1,DB01149
DB04953,1,DB08815
DB06716,1,DB01227
DB00612,1,DB06292
DB00875,1,DB00933
DB00297,1,DB00968
DB01219,1,DB00683
DB11148,1,DB01149
DB00628,1,DB01544
DB00318,1,DB00588
DB01176,1,DB00924
DB06292,1,DB01018
DB00207,1,DB00353
DB00754,1,DB01149
DB00741,1,DB00461
DB01219,1,DB00472
DB00749,1,DB00814
DB01142,1,DB01544
DB00903,1,DB01466
DB00182,1,DB00327
DB00394,1,DB00674
DB00395,1,DB01215
DB08897,1,DB00802
DB01320,1,DB01437
DB01238,1,DB00395
DB01075,1,DB06716
DB00748,1,DB08815
DB01351,1,DB00564
DB01544,1,DB05246
DB00631,1,DB01097
DB00928,1,DB06772
DB00328,1,DB00784
DB01076,1,DB00528
DB00741,1,DB00353
DB01435,1,DB00443
DB00476,1,DB00292
DB05676,1,DB00586
DB00810,1,DB01466
DB00494,1,DB04946
DB00245,1,DB00921
DB00358,1,DB00764
DB00748,1,DB01065
DB01086,1,DB00395
DB00588,1,DB00784
DB06016,1,DB01253
DB01176,1,DB01227
DB00528,1,DB01002
DB00612,1,DB00700
DB00924,1,DB06701
DB00228,1,DB08815
DB01086,1,DB11148
DB00327,1,DB08815
DB01355,1,DB01028
DB00594,1,DB01242
DB01159,1,DB05246
DB00490,1,DB00402
DB01119,1,DB00808
DB04574,1,DB00179
DB00647,1,DB01587
DB00628,1,DB00476
DB00588,1,DB00996
DB04920,1,DB01018
DB01410,1,DB04817
DB08907,1,DB09232
DB00321,1,DB00176
DB00972,1,DB00876
DB00318,1,DB00292
DB00248,1,DB13874
DB04841,1,DB06282
DB00898,1,DB00589
DB00484,1,DB00805
DB00575,1,DB00623
DB01076,1,DB00283
DB06736,1,DB01009
DB01166,1,DB01253
DB00972,1,DB06700
DB00195,1,DB08907
DB06216,1,DB00996
DB01612,1,DB04920
DB06594,1,DB01558
DB00696,1,DB04946
DB01161,1,DB00363
DB01200,1,DB00472
DB00182,1,DB00564
DB01248,1,DB00544
DB09166,1,DB00502
DB00436,1,DB00631
DB01355,1,DB00455
DB04920,1,DB01144
DB00502,1,DB00753
DB00575,1,DB00422
DB00949,1,DB00295
DB00542,1,DB00633
DB01355,1,DB00753
DB01014,1,DB00542
DB00035,1,DB00327
DB00434,1,DB00327
DB01612,1,DB00887
DB01240,1,DB00486
DB00814,1,DB01024
DB13783,1,DB01009
DB00527,1,DB00950
DB01114,1,DB00281
DB06716,1,DB01018
DB00245,1,DB00295
DB01435,1,DB00502
DB01176,1,DB09166
DB01222,1,DB00805
DB00318,1,DB00690
DB06700,1,DB00557
DB00633,1,DB01020
DB00700,1,DB00295
DB04841,1,DB04946
DB00527,1,DB01242
DB01151,1,DB01215
DB08897,1,DB00327
DB01151,1,DB00690
DB00594,1,DB00808
DB00903,1,DB01275
DB00633,1,DB00402
DB01114,1,DB00683
DB00321,1,DB01215
DB00647,1,DB00327
DB01253,1,DB01259
DB00486,1,DB01149
DB00967,1,DB00281
DB00458,1,DB01064
DB01175,1,DB04871
DB00248,1,DB00091
DB00586,1,DB00179
DB01200,1,DB00703
DB00248,1,DB00933
DB00555,1,DB01235
DB00320,1,DB01403
DB08907,1,DB01159
DB00035,1,DB00555
DB00753,1,DB00333
DB04794,1,DB00320
DB00366,1,DB00476
DB08865,1,DB00589
DB01013,1,DB00772
DB00434,1,DB00295
DB06716,1,DB00502
DB01114,1,DB00753
DB01193,1,DB00703
DB04920,1,DB00270
DB09224,1,DB00295
DB04574,1,DB01009
DB00395,1,DB01544
DB00655,1,DB00179
DB00835,1,DB00753
DB01161,1,DB00494
DB00035,1,DB00688
DB00835,1,DB01227
DB13139,1,DB00589
DB01558,1,DB00950
DB00363,1,DB00588
DB00647,1,DB01466
DB00586,1,DB01024
DB00356,1,DB00647
DB01558,1,DB01466
DB01151,1,DB00422
DB01068,1,DB00934
DB00835,1,DB00934
DB01020,1,DB00264
DB01176,1,DB01437
DB01215,1,DB00371
DB01235,1,DB05246
DB01406,1,DB00353
DB01259,1,DB00353
DB01002,1,DB04861
DB00448,1,DB00589
DB00528,1,DB00486
DB01248,1,DB01259
DB00320,1,DB00333
DB00865,1,DB01407
DB00321,1,DB00402
DB01169,1,DB01136
DB00754,1,DB01227
DB00321,1,DB06700
DB06738,1,DB00934
DB01009,1,DB09285
DB01612,1,DB04861
DB00443,1,DB01097
DB00248,1,DB09224
DB08907,1,DB01136
DB04908,1,DB05246
DB00924,1,DB00623
DB00527,1,DB01320
DB01437,1,DB08815
DB00593,1,DB00281
DB08906,1,DB06725
DB01144,1,DB00876
DB00967,1,DB01544
DB00292,1,DB00502
DB00575,1,DB04953
DB00248,1,DB01233
DB00714,1,DB00542
DB00647,1,DB04953
DB01235,1,DB01149
DB01159,1,DB00808
DB00527,1,DB00934
DB00575,1,DB01159
DB00542,1,DB04817
DB00924,1,DB01064
DB00521,1,DB00695
DB00623,1,DB08815
DB00593,1,DB01355
DB06772,1,DB09053
DB01159,1,DB00737
DB00802,1,DB00333
DB01248,1,DB01590
DB01197,1,DB01002
DB00835,1,DB00690
DB00240,1,DB00712
DB01151,1,DB00216
DB01118,1,DB00903
DB00903,1,DB01159
DB00802,1,DB08815
DB06282,1,DB00683
DB00882,1,DB00320
DB00586,1,DB00461
DB00035,1,DB06738
DB00502,1,DB00179
DB00655,1,DB00712
DB01242,1,DB01275
DB00753,1,DB00933
DB01200,1,DB09235
DB00887,1,DB00486
DB00593,1,DB09166
DB00835,1,DB00849
DB08906,1,DB00788
DB00381,1,DB00883
DB06216,1,DB00422
DB01234,1,DB00586
DB00933,1,DB00295
DB00248,1,DB00898
DB01068,1,DB00849
DB01197,1,DB00688
DB06736,1,DB00502
DB00186,1,DB01028
DB06594,1,DB00967
DB00903,1,DB00486
DB06216,1,DB01437
DB00907,1,DB00996
DB04946,1,DB00933
DB00363,1,DB00633
DB00356,1,DB09224
DB00233,1,DB01166
DB00434,1,DB01355
DB00297,1,DB06282
DB00875,1,DB00327
DB01544,1,DB00683
DB00240,1,DB04817
DB08906,1,DB01283
DB00972,1,DB00353
DB00796,1,DB01020
DB00502,1,DB00589
DB00700,1,DB00703
DB01086,1,DB04908
DB00356,1,DB00455
DB00810,1,DB00921
DB00195,1,DB00411
DB00477,1,DB00683
DB01242,1,DB00952
DB06594,1,DB00292
DB00796,1,DB00631
DB01169,1,DB09235
DB01215,1,DB01002
DB00594,1,DB00436
DB01076,1,DB00363
DB00356,1,DB06738
DB00248,1,DB08918
DB09166,1,DB04908
DB00543,1,DB00924
DB00371,1,DB00295
DB00321,1,DB00514
DB00233,1,DB04574
DB00835,1,DB05246
DB00292,1,DB00295
DB01238,1,DB04841
DB01142,1,DB00333
DB00712,1,DB00741
DB00502,1,DB04817
DB01248,1,DB01253
DB00918,1,DB00952
DB00477,1,DB00829
DB00700,1,DB00695
DB00887,1,DB00633
DB01253,1,DB08827
DB00477,1,DB00700
DB00297,1,DB09235
DB00332,1,DB06738
DB00523,1,DB00254
DB00802,1,DB01018
DB00972,1,DB00542
DB00321,1,DB00967
DB00753,1,DB06738
DB00543,1,DB04871
DB03128,1,DB01245
DB00482,1,DB01024
DB06716,1,DB01587
DB06716,1,DB01065
DB00714,1,DB00575
DB01065,1,DB00849
DB00320,1,DB00199
DB01161,1,DB06738
DB09167,1,DB01233
DB06016,1,DB12161
DB01380,1,DB00749
DB00248,1,DB00678
DB00996,1,DB01018
DB01244,1,DB00695
DB06292,1,DB00703
DB06716,1,DB00934
DB01142,1,DB00295
DB00490,1,DB01159
DB01193,1,DB00411
DB00741,1,DB00772
DB01200,1,DB00353
DB00784,1,DB01024
DB01086,1,DB00402
DB00320,1,DB01587
DB04946,1,DB00849
DB09128,1,DB00934
DB04908,1,DB00555
DB01076,1,DB08882
DB00467,1,DB00324
DB00741,1,DB00677
DB01242,1,DB00808
DB01114,1,DB00924
DB13874,1,DB00696
DB09026,1,DB01159
DB00754,1,DB00502
DB00188,1,DB00521
DB00395,1,DB00356
DB00446,1,DB01253
DB08918,1,DB01028
DB00228,1,DB01028
DB06772,1,DB00724
DB00696,1,DB08827
DB01435,1,DB04817
DB09128,1,DB00647
DB06292,1,DB00808
DB00436,1,DB01396
DB01612,1,DB00363
DB06216,1,DB01221
DB00402,1,DB01221
DB00484,1,DB01171
DB00949,1,DB01221
DB00593,1,DB08918
DB00248,1,DB01253
DB01193,1,DB01364
DB00327,1,DB01587
DB00527,1,DB01235
DB00996,1,DB00737
DB00575,1,DB00849
DB00695,1,DB00327
DB01351,1,DB00371
DB00593,1,DB06716
DB00477,1,DB01221
DB00802,1,DB09235
DB00182,1,DB00934
DB00248,1,DB00257
DB00748,1,DB01028
DB08907,1,DB00528
DB06738,1,DB00186
DB00356,1,DB01068
DB00593,1,DB00813
DB01245,1,DB00959
DB01159,1,DB01587
DB00320,1,DB00254
DB00754,1,DB00950
DB01242,1,DB00422
DB01351,1,DB01175
DB00472,1,DB00588
DB00690,1,DB05246
DB00228,1,DB00402
DB01200,1,DB00882
DB01248,1,DB00499
DB01466,1,DB00703
DB06716,1,DB00737
DB00819,1,DB00921
DB01612,1,DB01144
DB00950,1,DB08815
DB13139,1,DB00805
DB00402,1,DB00933
DB00543,1,DB00176
DB00979,1,DB01227
DB00903,1,DB01018
DB00861,1,DB00588
DB00318,1,DB01159
DB00584,1,DB01097
DB00494,1,DB00933
DB06203,1,DB01197
DB01351,1,DB01355
DB00297,1,DB00875
DB06700,1,DB00292
DB00996,1,DB00327
DB00476,1,DB00371
DB00588,1,DB09212
DB00254,1,DB00589
DB00477,1,DB01002
DB06594,1,DB00924
DB05676,1,DB00394
DB00363,1,DB09166
DB06738,1,DB00295
DB01242,1,DB00996
DB00628,1,DB01065
DB03128,1,DB01122
DB01076,1,DB00448
DB01114,1,DB00647
DB01355,1,DB09224
DB00608,1,DB01013
DB00502,1,DB09224
DB00754,1,DB00934
DB00712,1,DB00461
DB01544,1,DB00502
DB00921,1,DB01171
DB00320,1,DB00898
DB00228,1,DB04946
DB00542,1,DB00796
DB01068,1,DB00371
DB00819,1,DB00945
DB00695,1,DB01002
DB00748,1,DB06738
DB01410,1,DB00179
DB00446,1,DB00898
DB00633,1,DB00876
DB01558,1,DB00628
DB06700,1,DB00476
DB00514,1,DB00934
DB00593,1,DB06282
DB00748,1,DB01227
DB00240,1,DB01283
DB00695,1,DB01020
DB04953,1,DB01018
DB00443,1,DB01137
DB00484,1,DB01144
DB00327,1,DB01065
DB00543,1,DB00998
DB01075,1,DB00494
DB01076,1,DB00741
DB00996,1,DB01221
DB01351,1,DB00472
DB00608,1,DB00764
DB00696,1,DB01233
DB00633,1,DB01023
DB00228,1,DB00458
DB05676,1,DB00788
DB00959,1,DB01233
DB00918,1,DB00321
DB00714,1,DB00753
DB01014,1,DB00502
DB00496,1,DB00967
DB01612,1,DB00903
DB09232,1,DB00872
DB00593,1,DB01028
DB00320,1,DB04946
DB00490,1,DB00633
DB01234,1,DB01050
DB00321,1,DB00395
DB00228,1,DB00690
DB01086,1,DB08918
DB00749,1,DB00588
DB00628,1,DB00502
DB09128,1,DB00933
DB00835,1,DB00455
DB13783,1,DB00814
DB00188,1,DB00248
DB00543,1,DB09166
DB01068,1,DB00690
DB00543,1,DB01233
DB01437,1,DB01149
DB01364,1,DB00668
DB01246,1,DB00543
DB00402,1,DB05246
DB06282,1,DB01235
DB00363,1,DB00813
DB01242,1,DB00216
DB00918,1,DB00215
DB00297,1,DB00186
DB01024,1,DB00461
DB01169,1,DB01248
DB04574,1,DB01233
DB00356,1,DB00575
DB00898,1,DB00422
DB01200,1,DB08815
DB00696,1,DB01181
DB01143,1,DB00295
DB00318,1,DB09166
DB00490,1,DB00455
DB00972,1,DB00179
DB00945,1,DB04817
DB01175,1,DB00898
DB01002,1,DB01227
DB01142,1,DB00371
DB00321,1,DB00628
DB00950,1,DB01587
DB04908,1,DB00472
DB01068,1,DB01151
DB01248,1,DB00773
DB00542,1,DB00295
DB01544,1,DB06282
DB00647,1,DB00228
DB00527,1,DB00327
DB00228,1,DB01437
DB00804,1,DB08893
DB01086,1,DB00455
DB13783,1,DB01435
DB01118,1,DB00703
DB00289,1,DB00696
DB00924,1,DB01175
DB00531,1,DB08882
DB00228,1,DB01466
DB00278,1,DB00531
DB01193,1,DB00695
DB00753,1,DB04861
DB00808,1,DB01020
DB01086,1,DB00813
DB00321,1,DB01253
DB00318,1,DB00829
DB00764,1,DB01024
DB01222,1,DB00328
DB01009,1,DB00461
DB00494,1,DB01466
DB01193,1,DB00631
DB00356,1,DB00555
DB12161,1,DB00875
DB00633,1,DB00678
DB00381,1,DB01253
DB00555,1,DB00333
DB01219,1,DB00502
DB00195,1,DB01020
DB00875,1,DB00455
DB01234,1,DB00772
DB00714,1,DB00876
DB01023,1,DB00883
DB01161,1,DB00477
DB04817,1,DB09285
DB00748,1,DB00455
DB04946,1,DB06738
DB00843,1,DB00655
DB00514,1,DB00952
DB00333,1,DB05246
DB01193,1,DB01144
DB01612,1,DB00872
DB01075,1,DB00593
DB01587,1,DB00589
DB00835,1,DB00737
DB00283,1,DB00950
DB01127,1,DB00696
DB00215,1,DB00967
DB00773,1,DB00353
DB00216,1,DB04871
DB00494,1,DB09224
DB00628,1,DB00434
DB00321,1,DB01175
DB06216,1,DB06700
DB00637,1,DB01076
DB01222,1,DB00467
DB01219,1,DB00690
DB00604,1,DB00589
DB00861,1,DB00876
DB00490,1,DB06282
DB00647,1,DB00353
DB08865,1,DB01248
DB00283,1,DB04908
DB00714,1,DB01029
DB00907,1,DB01227
DB01407,1,DB01577
DB00647,1,DB01215
DB00604,1,DB00353
DB00490,1,DB04908
DB04908,1,DB01227
DB00318,1,DB00402
DB00527,1,DB00292
DB01118,1,DB00484
DB00700,1,DB00883
DB00543,1,DB00628
DB00248,1,DB08827
DB01238,1,DB00623
DB00876,1,DB00753
DB01558,1,DB04953
DB00924,1,DB00295
DB00542,1,DB00814
DB00802,1,DB00813
DB08907,1,DB09235
DB00623,1,DB01159
DB00586,1,DB04817
DB00207,1,DB00589
DB00392,1,DB06738
DB00979,1,DB01466
DB01410,1,DB00784
DB00887,1,DB01240
DB01176,1,DB01175
DB00572,1,DB00318
DB00997,1,DB00589
DB00972,1,DB01013
DB00589,1,DB01071
DB01380,1,DB01628
DB00215,1,DB00292
DB00714,1,DB00631
DB01437,1,DB00555
DB06738,1,DB00737
DB00228,1,DB01149
DB00967,1,DB04908
DB00564,1,DB00875
DB00035,1,DB01149
DB01086,1,DB01114
DB01097,1,DB01033
DB09166,1,DB01018
DB00628,1,DB00555
DB01283,1,DB00461
DB09214,1,DB00586
DB00328,1,DB00814
DB01197,1,DB01159
DB00402,1,DB06738
DB01169,1,DB00542
DB00696,1,DB01204
DB00228,1,DB00593
DB01086,1,DB01159
DB00924,1,DB01221
DB13783,1,DB01097
DB00764,1,DB00688
DB00887,1,DB09235
DB01114,1,DB00228
DB00402,1,DB01028
DB06594,1,DB01151
DB00593,1,DB05246
DB00876,1,DB00749
DB04946,1,DB06282
DB00316,1,DB00696
DB00276,1,DB06772
DB00321,1,DB06738
DB01023,1,DB00695
DB00215,1,DB00805
DB00494,1,DB00371
DB00233,1,DB09214
DB01222,1,DB00861
DB04920,1,DB00584
DB00248,1,DB08815
DB00945,1,DB00861
DB00875,1,DB01028
DB00482,1,DB00876
DB00228,1,DB00996
DB00321,1,DB01221
DB00261,1,DB01014
DB00887,1,DB00753
DB01068,1,DB00647
DB09026,1,DB01144
DB01219,1,DB00933
DB00959,1,DB01024
DB00700,1,DB01466
DB00564,1,DB09224
DB01159,1,DB08815
DB00281,1,DB00371
DB00477,1,DB01023
DB00751,1,DB09053
DB00477,1,DB00753
DB00813,1,DB04871
DB00668,1,DB00353
DB00703,1,DB00486
DB00575,1,DB01437
DB06216,1,DB01159
DB00829,1,DB00353
DB00434,1,DB00593
DB00436,1,DB01227
DB00628,1,DB00647
DB00527,1,DB00215
DB00758,1,DB09053
DB01175,1,DB01233
DB01253,1,DB00703
DB09214,1,DB00695
DB01114,1,DB01068
DB00802,1,DB00477
DB00593,1,DB01466
DB00741,1,DB00784
DB00543,1,DB00514
DB13783,1,DB05676
DB00594,1,DB00484
DB01558,1,DB01176
DB01242,1,DB01240
DB00608,1,DB00876
DB00392,1,DB00813
DB08907,1,DB00883
DB00945,1,DB08906
DB00875,1,DB01221
DB06216,1,DB01171
DB00402,1,DB00753
DB11148,1,DB04908
DB00696,1,DB00333
DB00494,1,DB01002
DB01086,1,DB01355
DB01142,1,DB01221
DB00623,1,DB00996
DB00176,1,DB00805
DB01013,1,DB00677
DB01219,1,DB00327
DB00458,1,DB00528
DB00394,1,DB00861
DB01222,1,DB01400
DB00903,1,DB00528
DB00297,1,DB00371
DB00390,1,DB00903
DB00477,1,DB00292
DB01076,1,DB00270
DB00589,1,DB00745
DB00527,1,DB00623
DB00956,1,DB09338
DB01068,1,DB00875
DB01086,1,DB00588
DB06594,1,DB00849
DB01219,1,DB01544
DB08897,1,DB00813
DB00945,1,DB01435
DB00240,1,DB00772
DB00802,1,DB00356
DB00631,1,DB00968
DB06216,1,DB00950
DB00321,1,DB00623
DB01197,1,DB00814
DB01068,1,DB01159
DB01242,1,DB01002
DB00455,1,DB00353
DB00950,1,DB01221
DB01544,1,DB01065
DB01024,1,DB00788
DB08815,1,DB01171
DB00972,1,DB00688
DB00248,1,DB00845
DB11148,1,DB04946
DB00594,1,DB00327
DB01176,1,DB00934
DB00796,1,DB00608
DB09128,1,DB00813
DB00612,1,DB00753
DB09128,1,DB01200
DB00521,1,DB06292
DB00228,1,DB01227
DB00887,1,DB00622
DB09235,1,DB00333
DB00700,1,DB00813
DB00518,1,DB01248
DB00802,1,DB09166
DB06700,1,DB00266
DB00749,1,DB06725
DB00490,1,DB00924
DB01197,1,DB00179
DB00819,1,DB01014
DB01076,1,DB01200
DB00537,1,DB00589
DB00748,1,DB00502
DB00802,1,DB00949
DB00321,1,DB00490
DB00436,1,DB00872
DB00628,1,DB05246
DB00950,1,DB00588
DB00907,1,DB08815
DB04908,1,DB00934
DB00542,1,DB00188
DB00802,1,DB00628
DB06216,1,DB00476
DB01197,1,DB00486
DB00320,1,DB00951
DB00542,1,DB00688
DB00763,1,DB00353
DB00594,1,DB00295
DB00318,1,DB00813
DB00918,1,DB00934
DB00394,1,DB01628
DB00802,1,DB00455
DB00297,1,DB01437
DB00320,1,DB01628
DB00564,1,DB00623
DB00248,1,DB06774
DB00608,1,DB06725
DB00318,1,DB01221
DB00180,1,DB00328
DB00647,1,DB00371
DB00228,1,DB00176
DB00185,1,DB01233
DB00316,1,DB00353
DB13783,1,DB08906
DB06700,1,DB09224
DB01065,1,DB00933
DB00829,1,DB01355
DB01068,1,DB01175
DB00363,1,DB01215
DB00835,1,DB00829
DB00292,1,DB00875
DB01122,1,DB00588
DB06774,1,DB00320
DB08918,1,DB01065
DB01253,1,DB00448
DB01159,1,DB00683
DB00395,1,DB01227
DB00972,1,DB00741
DB00477,1,DB01227
DB00754,1,DB00949
DB00394,1,DB00784
DB00972,1,DB00584
DB01159,1,DB00703
DB00924,1,DB01028
DB00297,1,DB00796
DB01076,1,DB00333
DB01086,1,DB01221
DB00356,1,DB00402
DB00593,1,DB00555
DB00608,1,DB00324
DB01176,1,DB00327
DB00753,1,DB00598
DB01380,1,DB00788
DB06594,1,DB01068
DB00988,1,DB01364
DB00643,1,DB00916
DB00484,1,DB00631
DB00748,1,DB01215
DB06702,1,DB11181
DB01222,1,DB00179
DB00392,1,DB06702
DB01026,1,DB00589
DB01380,1,DB01024
DB00633,1,DB00281
DB01558,1,DB01215
DB00333,1,DB00353
DB01380,1,DB00805
DB00434,1,DB00455
DB00851,1,DB01097
DB00543,1,DB00434
DB00921,1,DB09235
DB01248,1,DB00441
DB00835,1,DB01221
DB00477,1,DB00996
DB00861,1,DB06725
DB01142,1,DB01159
DB01200,1,DB13874
DB01200,1,DB01241
DB00233,1,DB01380
DB01200,1,DB04946
DB00328,1,DB04817
DB06738,1,DB00933
DB00394,1,DB01400
DB00591,1,DB01283
DB01238,1,DB00527
DB01166,1,DB00589
DB01253,1,DB01206
DB01242,1,DB01587
DB00297,1,DB01219
DB01612,1,DB00590
DB01097,1,DB09285
DB01086,1,DB01235
DB01227,1,DB00333
DB01142,1,DB06716
DB00455,1,DB00933
DB01558,1,DB00829
DB00802,1,DB00933
DB01023,1,DB01020
DB01075,1,DB01018
DB01151,1,DB08815
DB00394,1,DB00712
DB01222,1,DB00749
DB00543,1,DB00683
DB00829,1,DB09166
DB01238,1,DB01142
DB00443,1,DB09212
DB00248,1,DB01406
DB00861,1,DB00741
DB00527,1,DB01002
DB00371,1,DB05246
DB00612,1,DB00411
DB01200,1,DB00916
DB00647,1,DB00502
DB01114,1,DB01028
DB00321,1,DB01227
DB00320,1,DB00916
DB00436,1,DB00486
DB01253,1,DB01137
DB00861,1,DB01029
DB00527,1,DB00829
DB00972,1,DB00959
DB00458,1,DB06738
DB00543,1,DB01175
DB00623,1,DB09224
DB00434,1,DB01028
DB00924,1,DB00967
DB01086,1,DB00683
DB00628,1,DB01028
